customer_id,age,gender,location,monthly_income,monthly_emi_outflow,current_outstanding,credit_limit,credit_utilization_ratio,num_open_loan,repayment_history_score,dpd_last_3_month,num_hard_inquiry_last_6m,recent_credit_card_usage,recent_loan_disbursed_amount,total_credit_limit,months_since_last_default,target_credit_score_movement
CUST_04655,40,Female,Semi-Urban,176480,85948,263806,443974,0.5941924527111948,1,78,62,0,74499,446366,931394,23,stable
CUST_04656,56,Male,Rural,233789,156507,396662,273990,1.2,2,42,87,2,29516,86165,714038,29,stable
CUST_04657,55,Female,Semi-Urban,264597,156173,54088,591129,0.09149948657568821,7,100,52,1,20864,3588,123098,43,stable
CUST_04658,52,Female,Semi-Urban,282181,182127,273454,418591,0.6532725261651589,2,29,82,2,30719,121548,396397,55,stable
CUST_04659,44,Female,Semi-Urban,162227,73636,254340,541755,0.4694742088213307,5,72,16,2,89572,460933,614476,12,stable
CUST_04660,37,Male,Urban,280988,154610,323236,935037,0.34569327203094635,4,60,70,2,21067,431668,243564,29,stable
CUST_04661,27,Female,Rural,100947,63752,329974,132370,1.2,4,73,1,3,98138,174434,808247,5,stable
CUST_04662,21,Male,Urban,229746,107954,228711,68063,1.2,7,62,9,4,59833,407249,377873,5,stable
CUST_04663,55,Male,Rural,161224,102702,35212,313126,0.11245313388220717,2,92,28,3,70237,117651,783429,24,stable
CUST_04664,52,Male,Semi-Urban,191216,107581,176688,761194,0.2321195385144917,4,11,64,2,89630,154882,67491,35,stable
CUST_04665,56,Male,Rural,24156,13935,280425,525920,0.5332084727715242,2,59,18,5,91826,328948,52033,19,stable
CUST_04666,33,Male,Rural,57121,37909,296461,552416,0.5366625876151306,6,37,18,4,28353,53461,714201,56,stable
CUST_04667,26,Male,Rural,275824,100716,384372,213552,1.2,2,98,58,2,29184,29656,72501,24,stable
CUST_04668,34,Female,Rural,95964,47726,466662,139288,1.2,3,43,59,3,34904,97724,139519,25,stable
CUST_04669,57,Female,Urban,22383,7528,433570,701075,0.6184359733266769,1,71,55,0,31579,382705,299405,57,stable
CUST_04670,35,Male,Rural,47248,21951,143009,136277,1.0493993850759848,7,0,13,4,23044,207094,216254,47,stable
CUST_04671,24,Male,Urban,50714,21392,294205,141987,1.2,3,46,1,4,24733,148546,641863,31,stable
CUST_04672,36,Female,Urban,154144,66083,141040,623127,0.22634230261246904,6,38,40,2,88371,82422,633639,55,stable
CUST_04673,48,Female,Semi-Urban,268533,81711,197530,762769,0.2589643784684485,7,8,78,3,29367,399514,498412,20,stable
CUST_04674,36,Female,Rural,79471,40748,17805,756164,0.023546479335170678,1,25,86,2,76114,480130,525784,57,stable
CUST_04675,24,Male,Semi-Urban,95572,57131,123994,573064,0.21637024834922453,7,80,69,0,23784,90861,901982,55,stable
CUST_04676,46,Male,Rural,91203,30491,258671,993732,0.26030257654981426,2,41,49,0,58682,76888,638048,12,stable
CUST_04677,48,Female,Urban,232375,60873,326409,816090,0.39996691541374113,2,13,65,5,93679,299593,942263,33,stable
CUST_04678,52,Male,Urban,293186,96071,378994,307313,1.2,4,64,54,0,56928,150397,690446,50,stable
CUST_04679,22,Male,Urban,274752,158700,429453,551613,0.7785403897297561,4,60,19,3,40950,345540,867554,4,stable
CUST_04680,51,Male,Rural,224176,51942,76999,236627,0.32540242660389557,3,73,37,0,59955,142820,877261,17,increase
CUST_04681,23,Male,Rural,238948,121600,313362,217726,1.2,2,12,88,1,30684,45130,639313,27,stable
CUST_04682,28,Female,Rural,108938,66441,77730,916833,0.08478097974222132,3,54,54,5,33077,21833,178033,26,stable
CUST_04683,44,Male,Rural,136910,82259,377939,396065,0.9542347846944315,6,26,20,3,76705,481229,304840,25,stable
CUST_04684,35,Male,Rural,276863,192078,352882,316321,1.1155819563038811,1,95,15,5,53703,306960,568899,55,stable
CUST_04685,51,Male,Semi-Urban,168538,100279,106930,212106,0.504134725090285,2,38,26,3,75584,314550,537834,2,stable
CUST_04686,29,Male,Rural,126901,33935,373820,180094,1.2,4,78,52,2,13196,371913,991254,57,increase
CUST_04687,59,Female,Semi-Urban,260369,97263,315034,193139,1.2,5,29,7,4,97593,470252,349308,0,stable
CUST_04688,22,Male,Rural,143616,44304,100578,898189,0.1119786592799511,2,42,71,3,29885,78247,319101,37,stable
CUST_04689,28,Male,Rural,268687,104301,139133,240902,0.5775502071381724,3,7,64,2,60784,403857,725830,32,stable
CUST_04690,27,Female,Rural,126348,65506,209473,337058,0.6214746423464211,6,92,47,1,25084,404559,567721,48,stable
CUST_04691,59,Male,Rural,184555,63656,371139,881214,0.42116784345232827,4,91,22,1,84651,439793,55242,26,stable
CUST_04692,36,Male,Urban,43980,11627,439810,616724,0.7131391027428802,1,5,70,5,28250,383024,952795,43,stable
CUST_04693,55,Male,Urban,100554,56018,393059,885487,0.4438901982750735,1,12,76,3,64874,349933,440511,29,stable
CUST_04694,50,Male,Semi-Urban,24875,6432,331492,767369,0.43198513361889784,1,47,40,3,43690,293548,875359,3,stable
CUST_04695,30,Female,Semi-Urban,104674,70545,144346,207991,0.6940011827434841,4,36,17,4,53623,367877,949672,45,stable
CUST_04696,58,Female,Rural,261124,132987,87455,451460,0.1937159438266956,6,51,28,1,43608,58416,445510,5,stable
CUST_04697,38,Female,Rural,99077,57682,350853,446292,0.786151219381033,3,11,29,3,46763,95294,896190,12,stable
CUST_04698,25,Male,Rural,222335,136100,449113,117946,1.2,6,79,22,3,9318,497973,599221,8,stable
CUST_04699,49,Male,Rural,267811,139664,58372,803629,0.07263550718055221,7,40,15,5,32564,278288,145362,28,stable
CUST_04700,59,Female,Urban,208864,115083,152662,55349,1.2,2,65,83,3,91383,62288,787014,44,decrease
CUST_04701,54,Female,Semi-Urban,297366,176984,305556,991484,0.3081804648385652,4,21,82,3,73048,270196,212183,18,stable
CUST_04702,43,Male,Semi-Urban,45086,19253,224016,261694,0.856022682980886,5,19,32,5,85465,102405,808755,41,stable
CUST_04703,25,Male,Semi-Urban,223649,45037,462509,396063,1.1677662392094188,2,47,2,4,82652,392741,560409,56,stable
CUST_04704,50,Male,Urban,28237,19299,485388,470536,1.0315640036044,4,21,80,3,43465,64711,534458,48,decrease
CUST_04705,26,Male,Rural,62120,19962,37623,979985,0.03839140395006046,6,18,50,3,94699,234311,800430,43,stable
CUST_04706,24,Male,Urban,95399,26219,238332,155232,1.2,2,65,9,5,56138,273547,273761,32,stable
CUST_04707,49,Male,Urban,109913,72499,387875,317868,1.2,3,13,80,3,59642,274482,944773,36,decrease
CUST_04708,43,Male,Semi-Urban,21894,10303,44650,937787,0.04761209101853619,7,3,30,0,17420,7632,495281,13,stable
CUST_04709,26,Male,Urban,299694,101245,108533,431205,0.25169698867128165,6,70,2,1,57853,401551,731972,12,stable
CUST_04710,52,Male,Semi-Urban,103369,68831,318400,275800,1.1544597534445251,5,85,34,0,82483,205551,759263,3,stable
CUST_04711,38,Male,Urban,236498,148445,108958,634591,0.1716979913046356,7,45,32,2,94683,133101,665220,53,stable
CUST_04712,35,Female,Semi-Urban,196021,83878,459240,932138,0.49267383155712996,6,35,51,3,15106,335110,109029,58,stable
CUST_04713,52,Male,Semi-Urban,150797,102254,88382,143028,0.6179349498000392,2,64,54,2,7063,492373,511285,44,stable
CUST_04714,29,Male,Rural,43645,10763,97205,575841,0.16880527784579424,5,28,39,2,75729,395099,727424,54,stable
CUST_04715,57,Male,Semi-Urban,240309,160719,472150,53908,1.2,3,99,34,0,25122,205452,780227,2,stable
CUST_04716,30,Female,Urban,44294,19054,481520,584219,0.8242114686444638,2,90,35,5,70528,430545,780003,25,stable
CUST_04717,40,Male,Semi-Urban,151032,65052,302746,620123,0.4882031467950713,5,18,89,4,49225,253724,959714,20,stable
CUST_04718,26,Female,Urban,110868,47303,478908,514424,0.9309596752873116,6,28,56,1,19656,364053,900161,26,stable
CUST_04719,23,Male,Semi-Urban,96698,40153,296220,153004,1.2,1,12,54,2,56967,98357,53193,2,stable
CUST_04720,31,Female,Rural,124238,58229,140931,191389,0.7363589338990224,2,66,87,5,21740,85150,408304,44,stable
CUST_04721,37,Female,Rural,246650,172058,498367,617103,0.8075912773070297,7,99,29,5,48867,205494,63153,32,stable
CUST_04722,52,Male,Urban,40510,8395,52371,741149,0.07066190469122943,5,61,13,1,56156,360072,653816,8,stable
CUST_04723,24,Female,Semi-Urban,53829,24224,296703,911555,0.3254910564913801,6,11,42,3,65097,335864,884790,7,stable
CUST_04724,24,Female,Urban,90182,30825,196224,966674,0.20298880491251445,3,24,42,3,45010,200376,769282,9,stable
CUST_04725,37,Male,Rural,155843,44530,243885,334486,0.7291336558181807,1,42,43,5,69675,119304,99430,55,stable
CUST_04726,39,Male,Urban,248932,164929,287039,908746,0.3158627383229197,3,79,50,3,24842,451345,924404,42,stable
CUST_04727,25,Male,Urban,233281,91502,347890,750861,0.4633214403198461,4,10,55,1,81746,496871,705887,22,stable
CUST_04728,52,Male,Semi-Urban,281348,133133,189924,174980,1.0854040461767058,6,90,84,5,53249,258424,867925,29,decrease
CUST_04729,42,Male,Rural,191780,127569,362450,957587,0.3785034675700485,4,40,82,2,50077,86323,212058,12,stable
CUST_04730,26,Male,Rural,99934,43941,176213,254609,0.6920925811734856,3,96,82,5,33963,259120,616538,1,stable
CUST_04731,55,Female,Semi-Urban,214348,73756,166087,507131,0.3275031500736496,5,2,2,4,3457,496612,136985,55,stable
CUST_04732,42,Female,Semi-Urban,95243,23657,78198,954673,0.08191076944671108,4,56,36,1,44295,267225,131089,30,stable
CUST_04733,21,Male,Semi-Urban,194249,96965,401980,159739,1.2,3,61,10,4,28296,48654,485335,9,stable
CUST_04734,40,Male,Rural,85548,56102,450207,434808,1.035415631727107,2,85,38,1,86732,87760,314410,26,stable
CUST_04735,42,Male,Rural,249764,60038,474650,435558,1.0897515371087203,1,42,18,4,29154,318877,334256,27,stable
CUST_04736,31,Male,Semi-Urban,71109,30076,74888,913072,0.08201762840170326,4,30,69,4,81084,192355,612721,32,stable
CUST_04737,33,Female,Urban,121723,64794,386499,368372,1.0492084088910123,2,37,14,0,32523,405786,875090,57,stable
CUST_04738,23,Female,Rural,227204,56881,141527,976869,0.14487817711484344,4,94,62,0,17243,232899,593935,48,increase
CUST_04739,29,Male,Semi-Urban,196760,47095,274793,250235,1.0981397486362818,1,24,57,5,82791,132431,819679,12,stable
CUST_04740,32,Female,Semi-Urban,206565,62433,45762,823364,0.05557930635781987,7,89,22,0,51018,15215,732597,17,stable
CUST_04741,43,Female,Urban,220363,58540,320893,351722,0.912348388784324,7,62,84,3,27537,350903,278143,42,decrease
CUST_04742,34,Male,Semi-Urban,22204,8635,260249,166284,1.2,7,77,21,1,33117,173253,690803,28,stable
CUST_04743,53,Male,Urban,241134,97681,85104,132331,0.6431146141115839,7,88,40,1,14056,17560,983373,21,stable
CUST_04744,38,Female,Urban,44637,19032,147202,807447,0.18230546401187941,6,32,24,4,46659,438435,441514,15,stable
CUST_04745,29,Male,Rural,217105,96733,102792,568822,0.1807103100794273,2,19,46,1,98748,175013,632371,4,stable
CUST_04746,43,Male,Semi-Urban,191664,43915,318513,323859,0.9834928163182125,4,9,13,2,94382,89441,433393,53,stable
CUST_04747,30,Male,Rural,78081,41498,296428,398628,0.7436206187222172,1,27,44,5,71768,85500,610291,39,stable
CUST_04748,39,Female,Rural,288404,163484,67170,131702,0.510015033940259,3,17,30,2,64424,341179,675706,52,stable
CUST_04749,25,Female,Rural,86450,23221,302376,159688,1.2,7,23,19,0,51542,122146,311711,15,stable
CUST_04750,43,Female,Semi-Urban,33724,10571,250661,665288,0.37677066172845447,6,44,57,0,50356,303503,559849,43,stable
CUST_04751,50,Female,Semi-Urban,80109,27259,120426,333294,0.36132063583502855,5,80,32,5,36365,105672,971121,10,stable
CUST_04752,45,Male,Semi-Urban,287107,117166,118902,780067,0.15242536859013392,6,17,77,2,94456,424539,673176,18,stable
CUST_04753,48,Male,Rural,203873,81708,188537,520839,0.3619871015803348,6,50,81,5,22137,233093,222336,45,stable
CUST_04754,54,Female,Urban,169830,51430,198517,491769,0.40367936978540736,6,75,63,4,76239,462276,105324,36,stable
CUST_04755,45,Female,Rural,148314,35111,315294,583406,0.5404366770310899,5,68,3,0,93327,117740,870376,6,stable
CUST_04756,30,Male,Urban,130343,44998,114336,832274,0.13737783470347506,7,86,11,4,39962,121674,815274,11,stable
CUST_04757,34,Female,Semi-Urban,240436,141762,92944,426662,0.2178398826237162,3,73,50,5,12358,385870,625403,7,stable
CUST_04758,50,Female,Semi-Urban,206146,47243,232974,739331,0.315114610370727,4,14,52,2,28834,52023,897750,39,stable
CUST_04759,45,Female,Rural,227028,86969,182022,435801,0.4176722862040243,6,72,82,1,97818,65246,689418,8,stable
CUST_04760,34,Female,Urban,180852,53603,344726,479769,0.7185249568021277,5,54,46,4,28018,177056,438304,11,stable
CUST_04761,55,Female,Semi-Urban,80952,45030,248440,795354,0.312364054245028,4,72,39,5,93911,250128,408880,3,stable
CUST_04762,54,Female,Semi-Urban,76006,27797,155448,961560,0.16166229876450766,3,28,35,0,45675,171180,532321,35,stable
CUST_04763,30,Female,Rural,212607,84753,31586,368095,0.08580936986375799,6,78,16,3,75586,102347,429985,5,stable
CUST_04764,55,Male,Rural,158335,104271,393676,375673,1.0479219959911945,4,37,43,2,26980,303934,953582,18,stable
CUST_04765,31,Male,Rural,293968,148629,351456,763951,0.4600504482617341,3,35,13,3,57059,204566,565994,8,stable
CUST_04766,31,Male,Urban,170450,104300,350358,738466,0.47444025859010436,2,39,17,2,33716,75606,781739,2,stable
CUST_04767,41,Female,Urban,99899,54190,31741,841611,0.03771457359754091,5,43,21,1,27495,187218,839932,53,stable
CUST_04768,41,Male,Semi-Urban,65154,44304,25007,543979,0.04597052459745689,7,21,24,0,84403,473664,584628,14,stable
CUST_04769,42,Male,Rural,184131,89447,109366,888205,0.12313148428572233,5,50,8,3,89002,159717,802443,2,stable
CUST_04770,27,Male,Semi-Urban,141849,46095,108520,339842,0.3193248627303276,5,98,83,4,61009,196100,856843,39,stable
CUST_04771,37,Male,Urban,165378,90491,185384,748652,0.24762372904901075,2,22,14,2,47882,134939,336488,8,stable
CUST_04772,22,Female,Semi-Urban,296653,180996,448992,884059,0.5078756055874099,1,82,35,3,71275,257952,425639,1,stable
CUST_04773,32,Male,Semi-Urban,192282,131480,458138,926817,0.4943133326212186,7,80,45,0,70351,335214,92994,16,stable
CUST_04774,38,Male,Rural,56052,28523,414596,502703,0.8247334907490108,6,21,67,0,2662,65163,305174,23,stable
CUST_04775,31,Male,Semi-Urban,85241,52080,457891,326182,1.2,5,37,3,2,58174,158200,473622,26,stable
CUST_04776,36,Male,Rural,61303,34042,203187,201798,1.0068831207445068,4,1,58,1,19297,345489,725602,41,stable
CUST_04777,38,Female,Semi-Urban,298197,175196,477772,981925,0.48656669297553273,5,14,71,4,1259,221311,860364,44,stable
CUST_04778,55,Female,Semi-Urban,286069,142715,312373,653780,0.4777952828168497,3,97,33,4,55986,362495,319187,30,stable
CUST_04779,46,Male,Urban,84548,29214,56725,972615,0.05832215213625124,2,94,47,0,23869,52766,219159,53,stable
CUST_04780,36,Male,Urban,289290,70529,141560,349207,0.4053756081636393,6,74,61,2,78855,369954,407829,35,increase
CUST_04781,26,Male,Semi-Urban,74933,41959,137426,551027,0.2493997571806826,1,73,71,5,94252,104710,486514,13,stable
CUST_04782,32,Male,Semi-Urban,25613,15745,154764,664962,0.23274111904138883,5,67,11,0,91777,61782,397243,21,stable
CUST_04783,33,Female,Rural,41600,24360,338108,490528,0.689273599060604,7,96,36,5,96796,285171,501039,18,stable
CUST_04784,24,Female,Urban,133175,29273,66697,706582,0.09439385662244439,2,91,73,5,11748,357471,299281,9,increase
CUST_04785,59,Male,Urban,24962,5678,296234,291148,1.0174687787654388,6,71,12,3,61972,1137,183328,51,increase
CUST_04786,22,Female,Semi-Urban,167541,42147,41810,894203,0.04675672078935096,5,95,68,3,89023,218501,856809,7,increase
CUST_04787,46,Female,Rural,168496,103156,106905,615483,0.17369285585467023,7,1,0,5,88424,227424,812211,29,stable
CUST_04788,47,Male,Urban,22291,11263,110213,833781,0.1321845904380167,4,35,24,3,19033,448307,323835,30,stable
CUST_04789,47,Male,Semi-Urban,174841,86520,66953,649581,0.10307105657339116,6,9,72,5,89688,94085,382623,42,stable
CUST_04790,35,Female,Semi-Urban,189989,58263,269849,474174,0.5690927802874051,5,24,12,5,68128,292655,586619,42,stable
CUST_04791,28,Female,Semi-Urban,167836,39991,139917,112108,1.2,5,63,10,5,23186,8621,427260,51,stable
CUST_04792,27,Female,Semi-Urban,250154,149606,486214,494162,0.9839162056167815,2,37,62,2,70980,98345,692824,43,stable
CUST_04793,32,Male,Semi-Urban,252831,155289,334126,614705,0.5435550385957492,4,88,28,3,40985,222301,782803,42,stable
CUST_04794,33,Male,Urban,21083,6866,424853,89258,1.2,3,18,28,2,4392,405772,94501,0,stable
CUST_04795,37,Male,Urban,278548,170743,178343,519966,0.3429897339441425,3,18,7,3,15555,13648,307502,35,stable
CUST_04796,37,Male,Rural,235049,83789,490485,899399,0.5453475042778566,5,21,8,3,27819,269352,545233,58,stable
CUST_04797,56,Female,Semi-Urban,209386,126885,494335,395159,1.2,6,57,38,2,21526,338760,933707,9,stable
CUST_04798,41,Male,Rural,174195,40820,264286,836591,0.31590825146337936,6,83,40,2,4429,119829,386198,37,increase
CUST_04799,28,Female,Semi-Urban,111561,41541,192862,158871,1.2,6,98,53,2,50322,166798,543905,58,stable
CUST_04800,25,Female,Semi-Urban,132299,77422,368402,174199,1.2,2,82,24,2,30262,317534,776170,49,stable
CUST_04801,46,Female,Semi-Urban,39602,13638,193329,956111,0.20220350984352234,6,0,61,2,81568,384589,722044,28,stable
CUST_04802,36,Female,Rural,167449,36863,285502,544664,0.5241800449451405,2,77,54,2,78135,488911,980510,52,increase
CUST_04803,56,Male,Semi-Urban,87342,24033,351522,730270,0.481358949429663,2,52,18,4,72731,83908,872151,10,stable
CUST_04804,48,Female,Rural,229622,156336,152621,994571,0.15345410232150344,5,78,64,5,36510,187525,468632,13,stable
CUST_04805,49,Female,Urban,211060,105555,36785,974875,0.037733042697781764,7,14,31,1,1426,79553,536427,12,stable
CUST_04806,32,Male,Semi-Urban,215588,62192,463043,401426,1.153495289293668,4,74,79,3,1634,357043,678716,50,decrease
CUST_04807,57,Female,Rural,245566,128639,82637,311914,0.26493520649922736,4,59,24,0,7843,50036,600573,55,stable
CUST_04808,50,Male,Urban,99771,51048,426340,345899,1.2,6,56,50,2,66887,317669,225634,48,stable
CUST_04809,43,Male,Semi-Urban,203182,82065,173138,788261,0.21964552350046496,5,86,13,1,87819,167149,700809,45,stable
CUST_04810,36,Male,Urban,273090,145663,252256,261606,0.9642592295283747,7,22,36,2,9338,5017,635871,16,stable
CUST_04811,34,Male,Semi-Urban,226801,58039,323505,62790,1.2,2,61,67,5,70782,267789,461383,14,decrease
CUST_04812,30,Female,Rural,61841,22306,381943,594139,0.6428512519797556,3,34,65,0,9726,301894,331849,23,stable
CUST_04813,27,Male,Semi-Urban,227447,49763,142982,117777,1.2,4,64,72,3,84141,245164,622132,27,decrease
CUST_04814,57,Female,Semi-Urban,201220,132248,286335,669931,0.4274096884604534,6,54,9,0,31407,146063,418788,18,stable
CUST_04815,49,Female,Rural,109864,71026,26182,120671,0.21697010880824721,5,6,75,5,46947,319538,677361,39,stable
CUST_04816,23,Male,Rural,54308,16399,409457,318484,1.2,7,92,4,3,77403,40865,172009,8,stable
CUST_04817,35,Female,Rural,222854,123422,298978,432703,0.6909543035292106,4,33,41,0,42160,15725,587112,2,stable
CUST_04818,56,Female,Semi-Urban,47393,28745,163723,536875,0.304955529685681,2,49,30,4,39882,234855,121189,39,stable
CUST_04819,39,Female,Urban,54963,22183,164752,324723,0.5073616590139904,5,36,65,4,39630,43349,672421,53,stable
CUST_04820,33,Male,Rural,183348,111562,359510,482587,0.744964120459109,1,9,84,1,71104,376790,833128,18,stable
CUST_04821,41,Female,Urban,162321,72427,381642,401626,0.9502422651919945,3,43,66,2,50723,250163,951267,31,stable
CUST_04822,57,Male,Rural,225999,135283,145637,63055,1.2,3,85,64,4,30376,21470,829098,2,decrease
CUST_04823,47,Male,Rural,77311,44737,226736,992940,0.2283481378532439,3,39,18,2,62036,202417,64113,20,stable
CUST_04824,49,Male,Semi-Urban,274859,132194,49460,864988,0.057179983999778035,5,63,43,1,97697,300420,250741,48,stable
CUST_04825,40,Female,Rural,93955,42625,491841,949006,0.5182696421308189,1,75,9,3,52285,333176,660893,55,stable
CUST_04826,45,Female,Urban,164420,56953,443477,106222,1.2,7,75,63,0,57519,213561,876758,29,stable
CUST_04827,26,Female,Semi-Urban,268797,109054,298770,213478,1.2,7,63,80,5,43249,384926,111761,39,decrease
CUST_04828,56,Male,Rural,89809,35552,207105,423488,0.48904573447181504,1,100,39,3,57693,195409,506568,36,stable
CUST_04829,22,Female,Urban,199381,50170,342962,658577,0.5207621887797479,7,60,46,3,89488,175411,913784,9,stable
CUST_04830,42,Male,Semi-Urban,65677,30345,476063,85029,1.2,2,33,49,2,79202,19505,410625,19,stable
CUST_04831,52,Male,Urban,75691,37100,207934,204130,1.0186351834615197,1,98,65,3,25922,317455,957049,48,decrease
CUST_04832,36,Female,Semi-Urban,74850,51235,77801,599480,0.12978081003536399,7,3,43,4,58737,100152,781207,30,stable
CUST_04833,38,Female,Semi-Urban,297412,101548,152882,859180,0.1779394306198934,7,35,81,4,53462,305744,588956,38,stable
CUST_04834,25,Male,Semi-Urban,259875,103879,410319,861175,0.47646413330623855,1,34,17,3,53724,293328,191413,44,stable
CUST_04835,56,Male,Rural,102190,48636,262644,97279,1.2,1,68,53,4,16176,224645,762895,18,stable
CUST_04836,50,Female,Semi-Urban,180155,112870,33143,71764,0.46183323114653585,2,76,63,0,47923,484502,752910,47,stable
CUST_04837,39,Female,Rural,158276,52069,213048,454165,0.4690982352228816,5,62,64,4,21180,490018,757193,38,stable
CUST_04838,43,Female,Rural,117914,37396,81018,611594,0.13247023352093054,6,69,60,2,78062,194167,937660,26,stable
CUST_04839,54,Male,Rural,174847,81468,378813,592614,0.6392238455385799,7,17,68,3,75554,120369,341217,1,stable
CUST_04840,33,Female,Rural,94321,24927,300948,410936,0.7323476161738081,7,34,68,1,17809,172602,991242,15,stable
CUST_04841,49,Female,Semi-Urban,221805,121596,155595,387646,0.4013842526428752,5,97,10,4,13635,49277,217260,58,stable
CUST_04842,56,Male,Rural,148806,93731,370885,265492,1.2,7,80,32,4,50048,291073,874709,5,stable
CUST_04843,42,Male,Urban,52281,11227,458561,490429,0.9350201558227592,7,82,36,5,97767,375104,328038,10,increase
CUST_04844,56,Female,Urban,110419,32848,199457,627478,0.31787090543413477,5,61,71,4,78636,206910,229006,23,stable
CUST_04845,29,Female,Semi-Urban,204901,100311,12224,738154,0.01656022997911005,4,99,65,0,82008,431410,313597,12,stable
CUST_04846,59,Female,Rural,249935,153433,140984,456670,0.308721834147196,2,32,80,1,40375,335292,505327,21,stable
CUST_04847,39,Male,Urban,24008,10684,185895,883953,0.21029964262805828,5,93,86,4,23520,496966,162595,34,stable
CUST_04848,58,Female,Urban,54163,32074,263597,63876,1.2,6,55,82,4,61738,403389,90824,14,decrease
CUST_04849,26,Male,Rural,129952,53426,295710,341674,0.8654741068972178,5,43,18,0,4890,271498,111426,3,stable
CUST_04850,35,Female,Rural,188212,74111,177633,819925,0.21664542488642255,5,53,68,5,81071,329701,873202,13,stable
CUST_04851,40,Male,Semi-Urban,270317,78615,296351,508266,0.5830628056962299,1,37,43,0,79041,402644,875673,13,stable
CUST_04852,29,Female,Urban,59533,16419,151969,595171,0.25533670155299903,7,31,21,4,73635,113149,592086,53,stable
CUST_04853,52,Female,Semi-Urban,166503,95345,394218,162212,1.2,7,70,72,4,54212,288737,136599,42,decrease
CUST_04854,24,Female,Urban,263726,75077,114448,772929,0.14807052135448404,3,53,11,4,86919,195509,994010,7,stable
CUST_04855,38,Male,Rural,299567,120986,71690,94021,0.7624892311292158,3,48,57,4,18679,54071,457130,30,stable
CUST_04856,25,Male,Urban,292476,138195,393370,828241,0.47494630186141473,3,7,54,5,7091,33653,282603,13,stable
CUST_04857,40,Male,Urban,277924,92325,127414,93650,1.2,5,25,13,1,94840,278628,581843,46,stable
CUST_04858,43,Male,Urban,247166,152303,158937,105240,1.2,1,32,42,3,31768,241372,130221,9,stable
CUST_04859,31,Female,Rural,45233,18201,477080,650820,0.7330444669801174,2,31,42,3,43192,5492,155404,51,stable
CUST_04860,57,Male,Rural,272398,105790,465284,625993,0.7432734870837214,2,76,48,2,58075,130568,288580,10,stable
CUST_04861,42,Male,Urban,116281,33615,304566,435175,0.6998701671741253,3,85,48,0,37731,17799,85734,0,increase
CUST_04862,24,Female,Urban,215215,66694,248992,520985,0.4779254681036882,7,21,76,3,98970,60815,404701,21,stable
CUST_04863,49,Male,Rural,148958,51485,487410,492916,0.988829739752818,5,82,50,4,66452,83575,272381,5,stable
CUST_04864,54,Female,Rural,107116,40132,233394,51048,1.2,6,1,8,4,69412,162743,714181,47,stable
CUST_04865,33,Male,Rural,262015,144278,51929,480211,0.10813788105645226,2,33,24,1,81833,150263,845697,30,stable
CUST_04866,29,Male,Urban,46613,32542,76547,560083,0.13667081486136876,7,99,56,0,40669,316374,766823,17,stable
CUST_04867,51,Female,Semi-Urban,217530,98601,434096,195460,1.2,4,84,50,3,83757,221947,426446,53,stable
CUST_04868,27,Female,Semi-Urban,85456,47229,228190,640150,0.3564633289072874,6,85,80,1,80485,385231,361894,45,stable
CUST_04869,24,Female,Rural,183962,59208,172100,76417,1.2,2,51,14,1,48809,136756,975868,30,stable
CUST_04870,39,Female,Semi-Urban,131917,88852,469455,411616,1.140516889528104,6,94,71,0,49020,190289,717433,36,stable
CUST_04871,50,Male,Urban,172583,104446,75224,197201,0.381458511873672,5,12,1,4,72030,11277,101556,44,stable
CUST_04872,51,Male,Semi-Urban,66679,36175,317656,363042,0.8749841616121551,2,78,4,5,88492,64432,702209,29,stable
CUST_04873,55,Female,Semi-Urban,217673,77643,300074,72652,1.2,7,55,47,4,76257,13256,66568,19,stable
CUST_04874,41,Female,Semi-Urban,234666,56507,449957,134879,1.2,5,3,1,0,34844,446769,137087,6,stable
CUST_04875,51,Male,Rural,108755,74400,279926,449465,0.6227982156563915,1,25,0,1,56286,82418,434065,23,stable
CUST_04876,39,Female,Urban,136425,76752,174521,65266,1.2,7,55,82,5,77106,321543,640147,48,decrease
CUST_04877,51,Male,Rural,239356,64215,455311,97894,1.2,2,7,74,4,85083,307039,537120,46,decrease
CUST_04878,52,Female,Semi-Urban,184791,87945,312516,989095,0.3159615608207503,2,39,76,0,12309,113245,534907,29,stable
CUST_04879,22,Female,Rural,143239,72407,272751,68895,1.2,6,2,62,4,62033,410240,608985,36,decrease
CUST_04880,30,Female,Urban,93157,39286,477559,224400,1.2,3,87,75,1,2908,84303,993041,50,stable
CUST_04881,22,Female,Urban,234857,102369,399200,738341,0.5406715867058717,7,83,77,4,13676,202245,717479,19,stable
CUST_04882,22,Male,Urban,76347,36111,439888,265568,1.2,6,19,27,3,35538,380733,990627,44,stable
CUST_04883,44,Female,Urban,39122,23502,124605,598779,0.20809848040762952,6,49,76,2,95005,489650,205429,9,stable
CUST_04884,37,Male,Semi-Urban,164867,99883,253438,555356,0.45635232175397406,7,90,90,5,78619,7671,623503,58,stable
CUST_04885,52,Female,Semi-Urban,147073,100053,355997,92194,1.2,5,16,61,0,57560,406860,709420,42,stable
CUST_04886,36,Female,Semi-Urban,172883,49435,288302,460827,0.6256187245973001,1,96,57,3,19060,302570,80547,8,increase
CUST_04887,36,Male,Semi-Urban,294731,75192,455639,357986,1.2,1,62,32,0,79991,409666,708064,40,stable
